English;Translation;UCP;Translation;Human annotation;Simplified;Automatic annotation;Simplified;Match_YN;Match;Match_diff_YN;Match_spec;ST;TT;Genre;Modality
В нее уже вплетались слова... пока невнятные, слишком тихие, но такие манящие. ;Er mengden zich woorden in... nog onsamenhangend, nog te stil om te verstaan, maar onweerstaanbaar verleidelijk.;невнятные, слишком тихие;nog onsamenhangend, nog te stil om te verstaan;R;R;CS;CS;No;0;No;0;Russian;Dutch;Thriller ;MT
Мальчик выскочил из перехода, на миг остановился, глотая холодный воздух. ;De jongen schoot de tunnel uit, bleef even staan, happend naar de koude lucht. ;глотая...воздух;happend naar de koude lucht;RR;CS;CSM;CS;Yes;1;No;0;Russian;Dutch;Thriller ;MT
Медленно, словно внезапно онемели ноги, мальчик пошел к троллейбусу;Langzaam, alsof zijn benen ineens verlamd waren, liep hij ernaartoe.;словно внезапно онемели ноги;alsof zijn benen ineens verlamd waren;R;R;CSM;CS;No;0;No;0;Russian;Dutch;Thriller ;MT
Несколько секунд тот ждал с открытыми дверями, потом створки сошлись и машина отъехала от остановки. ;De bus wachtte secondenlang met open deuren, toen sloten de kleppen zich en reed hij weg.;створки сошлись;sloten de kleppen zich;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;MT
Егор тупо смотрел вслед,;Jegor staarde er doelloos achteraan. ;тупо;doelloos;R;R;CS;CS;No;0;No;0;Russian;Dutch;Thriller ;MT
 музыка становилась все громче, заполняла весь мир, от полукружия высотной гостиницы до видневшегося невдалеке «коробка на ножках» — его дома.;"De muziek zwol aan, vulde de wereld—van de gebogen gevel van het hoge hotel tot aan het ""doosje op pootjes"" in de verte—zijn huis.";полукружия высотной гостиницы;van de gebogen gevel van het hoge hotel;R;R;CS;CS;No;0;No;0;Russian;Dutch;Thriller ;MT
 музыка становилась все громче, заполняла весь мир, от полукружия высотной гостиницы до видневшегося невдалеке «коробка на ножках» — его дома.;"De muziek zwol aan, vulde de wereld—van de gebogen gevel van het hoge hotel tot aan het ""doosje op pootjes"" in de verte—zijn huis.";«коробка на ножках»;doosje op pootjes;R;R;CSM;CS;No;0;No;0;Russian;Dutch;Thriller ;MT
Егор шел по переходу, все убыстряя и убыстряя шаг;Jegor liep door de voetgangerstunnel, steeds sneller en sneller. ;убыстряя и убыстряя;sneller en sneller;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;HT
Откуда-то лилась музыка, тихая, едва слышная, но удивительно приятная. ;Ergens vandaan klonk muziek, zacht, nauwelijks hoorbaar, maar verbazingwekkend mooi. ;лилась музыка;klonk muziek;R;R;CS;CS;No;0;No;0;Russian;Dutch;Thriller ;HT
Откуда-то лилась музыка, тихая, едва слышная, но удивительно приятная. ;Ergens vandaan klonk muziek, zacht, nauwelijks hoorbaar, maar verbazingwekkend mooi. ;тихая, едва слышная;zacht, nauwelijke hoorbaar;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;HT
Тонкое пение флейты, шелест гитарных струн, перезвон ксилофона. ;De ijle tonen van een fluit, getokkel van gitaarsnaren, getinkel van een xylofoon. ;Тонкое пение флейты;De ijle tonen van een fluit;CSM;CS;CS;CS;Yes;1;No;0;Russian;Dutch;Thriller ;HT
Тонкое пение флейты, шелест гитарных струн, перезвон ксилофона. ;De ijle tonen van een fluit, getokkel van gitaarsnaren, getinkel van een xylofoon. ;шелест..струн;een fluit zong ijl;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;HT
Тонкое пение флейты, шелест гитарных струн, перезвон ксилофона. ;De ijle tonen van een fluit, getokkel van gitaarsnaren, getinkel van een xylofoon. ;перезвон ксилофона;De ijle klanken van een fluit;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;HT
Музыка звала, музыка торопила.;De muziek lonkte, maande tot haast. ;музыка..музыка;muziek, (O);CSM;CS;O;CS;Yes;1;No;0;Russian;Dutch;Thriller ;HT
Из головы будто выдуло все мысли, он уже почти бежал.;Het was alsof alle gedachten uit zijn hoofd waren weggeblazen, hij rende al bijna.;выдуло все мысли;het was alsof alle gedachten uit zijn hoofd waren weggeblazen;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;HT
Из головы будто выдуло все мысли, он уже почти бежал.;Het was alsof alle gedachten uit zijn hoofd waren weggeblazen, hij rende al bijna.;уже почти;al bijna;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;HT
В нее уже вплетались слова... пока невнятные, слишком тихие, но такие манящие. ;Er begonnen zich al woorden in te verweven… nog onverstaanbaar, te zacht, maar zo verleidelijk.;вплетались слова;woorden in te verweven;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;HT
В нее уже вплетались слова... пока невнятные, слишком тихие, но такие манящие. ;Er begonnen zich al woorden in te verweven… nog onverstaanbaar, te zacht, maar zo verleidelijk.;невнятные, слишком тихие;nog overstaanbaar, te zacht;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;HT
Мальчик выскочил из перехода, на миг остановился, глотая холодный воздух. ;De jongen schoot de tunnel uit, bleef een ogenblik stilstaan en zoog gretig de koude lucht op.;глотая...воздух;zoog gretig de koude lucht op;CSC;CS;CSM;CS;Yes;1;No;0;Russian;Dutch;Thriller ;HT
Медленно, словно внезапно онемели ноги, мальчик пошел к троллейбусу;Langzaam, alsof zijn benen sliepen, begon de jongen naar de bus te lopen.;словно внезапно онемели ноги;alsof zijn benen sliepen;CSC;CS;O;O;No;0;No;0;Russian;Dutch;Thriller ;HT
Несколько секунд тот ждал с открытыми дверями, потом створки сошлись и машина отъехала от остановки. ;Die bleef een paar seconden met geopende deuren wachten, toen gingen de deuren dicht en reed de bus weg van de halte. ;створки сошлись;gingen de deuren dicht;CSA;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;HT
Егор тупо смотрел вслед,;Jegor keek het voertuig wezenloos na,;тупо;wezenloos;CSM;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;HT
 музыка становилась все громче, заполняла весь мир, от полукружия высотной гостиницы до видневшегося невдалеке «коробка на ножках» — его дома.;, de muziek werd steeds luider, vulde de hele wereld, van de halve cirkel van het torenhoge hotel tot aan de in de verte zichtbare ‘doos op poten’– zijn flatgebouw;полукружия высотной гостиницы;de halve cirkel van het torenhoge hotel;R;R;R;R;Yes;1;Yes;1;Russian;Dutch;Thriller ;HT
 музыка становилась все громче, заполняла весь мир, от полукружия высотной гостиницы до видневшегося невдалеке «коробка на ножках» — его дома.;, de muziek werd steeds luider, vulde de hele wereld, van de halve cirkel van het torenhoge hotel tot aan de in de verte zichtbare ‘doos op poten’– zijn flatgebouw;«коробка на ножках»;doos op poten;CSA;CS;R;R;No;0;No;0;Russian;Dutch;Thriller ;HT
The day is fresh-washed and fair, and there is a smell of tulips and narcissus in the air. ;De dag is fraai en frisgewassen, en er hangt een geur van tulpen en narcissen in de lucht.;fresh-washed;frisgewassen;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;PE
The day is fresh-washed and fair, and there is a smell of tulips and narcissus in the air. ;De dag is fraai en frisgewassen, en er hangt een geur van tulpen en narcissen in de lucht.;fair;fraai;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;PE
The day is fresh-washed and fair, and there is a smell of tulips and narcissus in the air. ;De dag is fraai en frisgewassen, en er hangt een geur van tulpen en narcissen in de lucht.;fair … air;fraai … lucht;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;PE
The day is fresh-washed and fair, and there is a smell of tulips and narcissus in the air. ;De dag is fraai en frisgewassen, en er hangt een geur van tulpen en narcissen in de lucht.;there is a smell … in the air;er hangt een geur … in de lucht;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;PE
The sunshine pours in at the bath-room window and bores through the water in the bath-tub in lathes and planes of greenish-white. ;Het zonlicht klatert door het badkamerraam naar binnen en boort zich in groenwitte lagen en vlakken door het water van de badkuip;pours;klatert;CSM;CS;CSM;CS;Yes;1;Yes;1;English;Dutch;Poem;PE
The sunshine pours in at the bath-room window and bores through the water in the bath-tub in lathes and planes of greenish-white. ;Het zonlicht klatert door het badkamerraam naar binnen en boort zich in groenwitte lagen en vlakken door het water van de badkuip;bores through;boort zich in;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;PE
The sunshine pours in at the bath-room window and bores through the water in the bath-tub in lathes and planes of greenish-white. ;Het zonlicht klatert door het badkamerraam naar binnen en boort zich in groenwitte lagen en vlakken door het water van de badkuip;lathes;lagen ;R;R;CS;CS;No;0;No;0;English;Dutch;Poem;PE
The sunshine pours in at the bath-room window and bores through the water in the bath-tub in lathes and planes of greenish-white. ;Het zonlicht klatert door het badkamerraam naar binnen en boort zich in groenwitte lagen en vlakken door het water van de badkuip;lathes and planes;lagen en vlakken;R;R;CS;CS;No;0;No;0;English;Dutch;Poem;PE
It cleaves the water into flaws like a jewel, and cracks it to bright light. ;Het klieft het water in breuken als een edelsteen en splijt het water tot stralend licht.;cleaves;klieft;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;PE
It cleaves the water into flaws like a jewel, and cracks it to bright light. ;Het klieft het water in breuken als een edelsteen en splijt het water tot stralend licht.;flaws;breuken;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;PE
It cleaves the water into flaws like a jewel, and cracks it to bright light. ;Het klieft het water in breuken als een edelsteen en splijt het water tot stralend licht.;cracks it to;splijt;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;PE
It cleaves the water into flaws like a jewel, and cracks it to bright light. ;Het klieft het water in breuken als een edelsteen en splijt het water tot stralend licht.;bright light;stralend licht;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;PE
"Little spots of sunshine lie on the surface of the water and dance, dance, and their reflections wobble deliciously over the ceiling; ";Op de oppervlakte liggen vlekjes zon en ze dansen, dansen, en hun reflecties wiegelen heerlijk over het plafond: ;little splots of sunshine;vlekjes zon;CSA;CS;R;R;No;0;No;0;English;Dutch;Poem;PE
"Little spots of sunshine lie on the surface of the water and dance, dance, and their reflections wobble deliciously over the ceiling; ";Op de oppervlakte liggen vlekjes zon en ze dansen, dansen, en hun reflecties wiegelen heerlijk over het plafond: ;wobble deliciously;wiegelen heerlijk;CSM;CS;R;R;No;0;No;0;English;Dutch;Poem;PE
a stir of my finger sets them whirring, reeling.  ;één beweging van mijn vinger en ze rollen en tollen rond. ;whirring;rollen;R;R;CSM;CS;No;0;No;0;English;Dutch;Poem;PE
a stir of my finger sets them whirring, reeling.  ;één beweging van mijn vinger en ze rollen en tollen rond. ;reeling;tollen rond;CSC;CS;R;R;No;0;No;0;English;Dutch;Poem;PE
I move a foot and the planes of light in the water jar.  ;Mijn voet zet de lichtvlakken in het waterbassin in beweging. ;planes of light;lichtvlakken;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;PE
I move a foot and the planes of light in the water jar.  ;Mijn voet zet de lichtvlakken in het waterbassin in beweging. ;jar;zet …  (in het waterbassin) in beweging;CSM;CS;CS;CS;Yes;1;No;0;English;Dutch;Poem;PE
I lie back and laugh, and let the green-white water, the sun-flawed beryl water, flow over me. ;Ik leun achterover en lach en laat het groenwitte water, het zongebroken berylwater over me stromen. ;sun-flawed;het zongebroken;R;R;CS;CS;No;0;No;0;English;Dutch;Poem;PE
I lie back and laugh, and let the green-white water, the sun-flawed beryl water, flow over me. ;Ik leun achterover en lach en laat het groenwitte water, het zongebroken berylwater over me stromen. ;beryl water;berylwater;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;PE
The day is almost too bright to bear, the green water covers me from the too bright day.  ;De dag is bijna onverdraaglijk stralend, het groene water beschut me tegen de te stralende dag. ;too bright to bear;onverdraaglijk stralend;CSM;CS;R;R;No;0;No;0;English;Dutch;Poem;PE
The day is almost too bright to bear, the green water covers me from the too bright day.  ;De dag is bijna onverdraaglijk stralend, het groene water beschut me tegen de te stralende dag. ;covers;beschut;CSC;CS;CSM;CS;Yes;1;No;0;English;Dutch;Poem;PE
I will lie here awhile and play with the water and the sun spots.   ;Ik zal hier een tijdje liggen spelen met het water en de zonnevlekken. ;the sun spots;de zonnevlekken;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;PE
A crow flaps by the window, and there is a whiff of tulips and narcissus in the air.  ;Een kraai wiekt langs het raam en er hangt een vleug van tulpen en narcissen in de lucht.;flaps;wiekt;CSM;CS;R;R;No;0;No;0;English;Dutch;Poem;PE
The day is fresh-washed and fair, and there is a smell of tulips and narcissus in the air. ;De dag is pas gewassen, helder en fris, en de lucht geurt naar tulpen en narcis. ;fresh-washed;pas gewassen;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
The day is fresh-washed and fair, and there is a smell of tulips and narcissus in the air. ;De dag is pas gewassen, helder en fris, en de lucht geurt naar tulpen en narcis. ;fair;helder en fris;CSM;CS;CS;CS;Yes;1;No;0;English;Dutch;Poem;MT
The day is fresh-washed and fair, and there is a smell of tulips and narcissus in the air. ;De dag is pas gewassen, helder en fris, en de lucht geurt naar tulpen en narcis. ;fair … air;fris … narcis;CSM;CS;CSM;CS;Yes;1;Yes;1;English;Dutch;Poem;MT
The day is fresh-washed and fair, and there is a smell of tulips and narcissus in the air. ;De dag is pas gewassen, helder en fris, en de lucht geurt naar tulpen en narcis. ;there is a smell … in the air;de lucht geurt naar …;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
The sunshine pours in at the bath-room window and bores through the water in the bath-tub in lathes and planes of greenish-white. ;De zon stroomt gul het badkamerraam binnen en boort zich door het water in het bad — in banen en vlakken van groenig wit. ;pours;stroomt;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
The sunshine pours in at the bath-room window and bores through the water in the bath-tub in lathes and planes of greenish-white. ;De zon stroomt gul het badkamerraam binnen en boort zich door het water in het bad — in banen en vlakken van groenig wit. ;bores through;boort zich in;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
The sunshine pours in at the bath-room window and bores through the water in the bath-tub in lathes and planes of greenish-white. ;De zon stroomt gul het badkamerraam binnen en boort zich door het water in het bad — in banen en vlakken van groenig wit. ;lathes;banen;R;R;CSA;CS;No;0;No;0;English;Dutch;Poem;MT
The sunshine pours in at the bath-room window and bores through the water in the bath-tub in lathes and planes of greenish-white. ;De zon stroomt gul het badkamerraam binnen en boort zich door het water in het bad — in banen en vlakken van groenig wit. ;lathes and planes;banen en vlakken;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
It cleaves the water into flaws like a jewel, and cracks it to bright light. ;Het snijdt het water in barsten als in een edelsteen, en doet het oplichten in flarden licht. ;cleaves;snijdt ;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
It cleaves the water into flaws like a jewel, and cracks it to bright light. ;Het snijdt het water in barsten als in een edelsteen, en doet het oplichten in flarden licht. ;flaws;barsten;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
It cleaves the water into flaws like a jewel, and cracks it to bright light. ;Het snijdt het water in barsten als in een edelsteen, en doet het oplichten in flarden licht. ;cracks it to;doet het oplichten;CSA;CS;CSA;CS;Yes;1;Yes;1;English;Dutch;Poem;MT
It cleaves the water into flaws like a jewel, and cracks it to bright light. ;Het snijdt het water in barsten als in een edelsteen, en doet het oplichten in flarden licht. ;bright light;flarden licht;R;R;CSM;CS;No;0;No;0;English;Dutch;Poem;MT
"Little spots of sunshine lie on the surface of the water and dance, dance, and their reflections wobble deliciously over the ceiling; ";Kleine zonnevlekken liggen op het wateroppervlak en dansen, dansen, terwijl hun weerspiegelingen zalig wiebelen over het plafond. ;little splots of sunshine;kleine zonnevlekken;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
"Little spots of sunshine lie on the surface of the water and dance, dance, and their reflections wobble deliciously over the ceiling; ";Kleine zonnevlekken liggen op het wateroppervlak en dansen, dansen, terwijl hun weerspiegelingen zalig wiebelen over het plafond. ;wobble deliciously;zalig wiebelen;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
a stir of my finger sets them whirring, reeling.  ;Een beweging van mijn vinger zet ze aan het tollen, tollen.;whirring;tollen;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
a stir of my finger sets them whirring, reeling.  ;Een beweging van mijn vinger zet ze aan het tollen, tollen.;reeling;tollen;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
I move a foot and the planes of light in the water jar.  ;Ik beweeg een voet, en de lichtvlakken in het water schokken uiteen.;planes of light;lichtvlakken;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
I move a foot and the planes of light in the water jar.  ;Ik beweeg een voet, en de lichtvlakken in het water schokken uiteen.;jar;schokken uiteen;CSC;CS;O;O;No;0;No;0;English;Dutch;Poem;MT
I lie back and laugh, and let the green-white water, the sun-flawed beryl water, flow over me. ;Ik leun achterover en lach, en laat het groen-witte water — het zongebroken, berylgroen water — over mij heen stromen. ;sun-flawed;zongebroken;R;R;CSM;CS;No;0;No;0;English;Dutch;Poem;MT
I lie back and laugh, and let the green-white water, the sun-flawed beryl water, flow over me. ;Ik leun achterover en lach, en laat het groen-witte water — het zongebroken, berylgroen water — over mij heen stromen. ;beryl water;berylgroen water;CSC;CS;CS;CS;Yes;1;No;0;English;Dutch;Poem;MT
The day is almost too bright to bear, the green water covers me from the too bright day.  ;De dag is bijna te stralend om te verdragen, het groene water bedekt me tegen de te felle dag. ;too bright to bear;te stralend om te verdragen;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
The day is almost too bright to bear, the green water covers me from the too bright day.  ;De dag is bijna te stralend om te verdragen, het groene water bedekt me tegen de te felle dag. ;covers;bedekt;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
I will lie here awhile and play with the water and the sun spots.   ;Ik blijf hier nog even liggen en speel met het water en de dansende zonnevlekken. ;the sun spots;zonnevlekken;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
A crow flaps by the window, and there is a whiff of tulips and narcissus in the air.  ;Een kraai flapt langs het raam. En weer: een vleugje tulpen en narcis in de lucht.;flaps;flapt;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;MT
The day is fresh-washed and fair, and there is a smell of tulips and narcissus in the air. ;De dag is kraakschoon en licht en er hangt een geur van tulpen en narcissen in de lucht.;fresh-washed;kraakschoon;CSM;CS;CSM;CS;Yes;1;Yes;1;English;Dutch;Poem;HT
The day is fresh-washed and fair, and there is a smell of tulips and narcissus in the air. ;De dag is kraakschoon en licht en er hangt een geur van tulpen en narcissen in de lucht.;fair;licht;CSM;CS;CSM;CS;Yes;1;Yes;1;English;Dutch;Poem;HT
The day is fresh-washed and fair, and there is a smell of tulips and narcissus in the air. ;De dag is kraakschoon en licht en er hangt een geur van tulpen en narcissen in de lucht.;fair … air;licht … lucht;CSM;CS;R;R;No;0;No;0;English;Dutch;Poem;HT
The day is fresh-washed and fair, and there is a smell of tulips and narcissus in the air. ;De dag is kraakschoon en licht en er hangt een geur van tulpen en narcissen in de lucht.;there is a smell … in the air;er hangt  een geur … in de lucht;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;HT
The sunshine pours in at the bath-room window and bores through the water in the bath-tub in lathes and planes of greenish-white. ;Het zonlicht stroomt door het raam naar binnen en dringt door het water in de badkuip in balken en vlakken van een groenachtig wit;pours;stroomt;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;HT
The sunshine pours in at the bath-room window and bores through the water in the bath-tub in lathes and planes of greenish-white. ;Het zonlicht stroomt door het raam naar binnen en dringt door het water in de badkuip in balken en vlakken van een groenachtig wit;bores through;dringt door … in;CSM;CS;R;R;No;0;No;0;English;Dutch;Poem;HT
The sunshine pours in at the bath-room window and bores through the water in the bath-tub in lathes and planes of greenish-white. ;Het zonlicht stroomt door het raam naar binnen en dringt door het water in de badkuip in balken en vlakken van een groenachtig wit;lathes;balken;R;R;CSM;CS;No;0;No;0;English;Dutch;Poem;HT
The sunshine pours in at the bath-room window and bores through the water in the bath-tub in lathes and planes of greenish-white. ;Het zonlicht stroomt door het raam naar binnen en dringt door het water in de badkuip in balken en vlakken van een groenachtig wit;lathes and planes;balken en vlakken;CSM;CS;CSM;CS;Yes;1;Yes;1;English;Dutch;Poem;HT
It cleaves the water into flaws like a jewel, and cracks it to bright light. ;Het splijt het water als een edelsteen en breekt het in facetten van helder licht.;cleaves;splijt;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;HT
It cleaves the water into flaws like a jewel, and cracks it to bright light. ;Het splijt het water als een edelsteen en breekt het in facetten van helder licht.;flaws;;O;O;CSM;CS;No;0;No;0;English;Dutch;Poem;HT
It cleaves the water into flaws like a jewel, and cracks it to bright light. ;Het splijt het water als een edelsteen en breekt het in facetten van helder licht.;cracks it to;breekt … in;R;R;CSM;CS;No;0;No;0;English;Dutch;Poem;HT
It cleaves the water into flaws like a jewel, and cracks it to bright light. ;Het splijt het water als een edelsteen en breekt het in facetten van helder licht.;bright light;facetten van helder licht;CSC;CS;CSC;CS;Yes;1;Yes;1;English;Dutch;Poem;HT
"Little spots of sunshine lie on the surface of the water and dance, dance, and their reflections wobble deliciously over the ceiling; ";"Kleine vlekjes zonlicht liggen op het water en dansen, dansen, en hun spiegelingen wiegelen heerlijk over het plafond;";little splots of sunshine;kleine vlekjes zonlicht;CSM;CS;R;R;No;0;No;0;English;Dutch;Poem;HT
"Little spots of sunshine lie on the surface of the water and dance, dance, and their reflections wobble deliciously over the ceiling; ";"Kleine vlekjes zonlicht liggen op het water en dansen, dansen, en hun spiegelingen wiegelen heerlijk over het plafond;";wobble deliciously;wiegelen heerlijk;CSM;CS;R;R;No;0;No;0;English;Dutch;Poem;HT
a stir of my finger sets them whirring, reeling.  ;ik roer met mijn vinger en ze tollen en zwieren in het rond. ;whirring;tollen … in het rond;CSM;CS;R;R;No;0;No;0;English;Dutch;Poem;HT
a stir of my finger sets them whirring, reeling.  ;ik roer met mijn vinger en ze tollen en zwieren in het rond. ;reeling;zwieren … in het rond;CSC;CS;R;R;No;0;No;0;English;Dutch;Poem;HT
I move a foot and the planes of light in the water jar.  ;Ik beweeg een voet en de lichtvlakken in het water worden verstoord;planes of light;lichtvlakken;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;HT
I move a foot and the planes of light in the water jar.  ;Ik beweeg een voet en de lichtvlakken in het water worden verstoord;jar;worden verstoord;R;R;O;O;No;0;No;0;English;Dutch;Poem;HT
I lie back and laugh, and let the green-white water, the sun-flawed beryl water, flow over me. ;Ik leun naar achteren en lach, en laat het groenwitte water, het door de zon gefacetteerde berilwater, over me heen stromen. ;sun-flawed;door de zon gefacetteerde;CSC;CS;CSM;CS;Yes;1;No;0;English;Dutch;Poem;HT
I lie back and laugh, and let the green-white water, the sun-flawed beryl water, flow over me. ;Ik leun naar achteren en lach, en laat het groenwitte water, het door de zon gefacetteerde berilwater, over me heen stromen. ;beryl water;berilwater;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;HT
The day is almost too bright to bear, the green water covers me from the too bright day.  ;De dag is bijna te helder om te verdragen, het groene water schermt me af voor de te heldere dag. ;too bright to bear;te helder om te verdragen;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;HT
The day is almost too bright to bear, the green water covers me from the too bright day.  ;De dag is bijna te helder om te verdragen, het groene water schermt me af voor de te heldere dag. ;covers;schermt me af;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;HT
I will lie here awhile and play with the water and the sun spots.   ;Ik zal hier nog even blijven liggen en spelen met het water en de zonnevlekjes. ;the sun spots;de zonnevlekjes;R;R;R;R;Yes;1;Yes;1;English;Dutch;Poem;HT
A crow flaps by the window, and there is a whiff of tulips and narcissus in the air.  ;Een kraai klapwiekt langs het raam en er hangt een zweem van tulpen en narcissen in de lucht.;flaps;klapwiekt;CSM;CS;R;R;No;0;No;0;English;Dutch;Poem;HT
He became aware that Sally had emerged from her book and was about to say something.;Hij merkte dat Sally uit haar boek opkeek en iets wilde zeggen.;had emerged;uit …opkeek;CSC;CS;CSM;CS;Yes;1;No;0;English;Dutch;ShortStory;PE
“Murder is an occupational risk for prostitutes.” ;‘Vermoord worden is een beroepsrisico voor prostituees.’;murder;Vermoord worden;CSC;CS;R;R;No;0;No;0;English;Dutch;ShortStory;PE
“Hmm,” said he, clinging to the thread of his calculations.  ;‘Hm,’ zei hij, terwijl hij probeerde de draad van zijn berekeningen vast te houden. ;clinging to the thread;hij probeerde de draad van zijn berekeningen vast te houden;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;PE
They grew so engrossing that when next she spoke it took him by surprise. ;Ze namen hem zo in beslag dat hij opschrok toen ze weer sprak.;grew … engrossing;namen hem zo in beslag ;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;PE
They grew so engrossing that when next she spoke it took him by surprise. ;Ze namen hem zo in beslag dat hij opschrok toen ze weer sprak.;when next;toen ze weer;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;PE
They grew so engrossing that when next she spoke it took him by surprise. ;Ze namen hem zo in beslag dat hij opschrok toen ze weer sprak.;took him by surprise;hij opschrok;CSM;CS;CSC;CS;Yes;1;No;0;English;Dutch;ShortStory;PE
“And for wives, too—though not so much.” ;‘En voor echtgenotes ook, maar iets minder.’;not so much;iets minder;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;PE
Inwardly assenting, Willie asked, ;Haar inwendig gelijk gevend vroeg Willie: ;Inwardly assneting;inwendig gelijkgevend;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;PE
“What on earth are you reading now?” ;Wat lees je nou weer?';on earth;nou;CSA;CS;CS;CS;Yes;1;No;0;English;Dutch;ShortStory;PE
I got it from the public library.”;Ik heb het uit de bibliotheek.';got;heb;R;R;O;O;No;0;No;0;English;Dutch;ShortStory;PE
I got it from the public library.”;Ik heb het uit de bibliotheek.';public library;bibliotheek;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;PE
“Yes. In rather a stark way. ;Ja. Op een nogal droge manier.;rather;nogal;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;PE
“Yes. In rather a stark way. ;Ja. Op een nogal droge manier.;stark;droge;CSA;CS;CSM;CS;Yes;1;No;0;English;Dutch;ShortStory;PE
“Sounds enthralling.”;Klinkt boeiend';enthralling;boeiend;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;PE
Of course, that’s a good thing.”;Wat natuurlijk maar goed is ook.’;Of course, that’s a good thing.” ;wat natuurlijk maar goed ook is;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;PE
He looked at Sally’s sleek flaxen hair, now bent over her book again.  ;Hij keek naar Sally’s gladde vlasblonde haar, dat nu weer over haar boek hing;sleek flaxen hair;gladde  vlasblonde haar;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;PE
Though he was still young, still a student, he was a year older than she and found her artless sophistications touching.  ;Hoewel hij nog jong was, een student nog, was hij een jaar ouder dan zij en vond hij haar ongekunstelde wereldwijsheid ontroerend. ;her artless sophistications;ongekunstelde wereldwijsheden;R;R;CSM;CS;No;0;No;0;English;Dutch;ShortStory;PE
Though he was still young, still a student, he was a year older than she and found her artless sophistications touching.  ;Hoewel hij nog jong was, een student nog, was hij een jaar ouder dan zij en vond hij haar ongekunstelde wereldwijsheid ontroerend. ;touching;ontroerend;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;PE
